# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	ไง เจ้าหมาตัวโต
line:c298bc55	Okay, thank you.	ได้ ขอบคุณ
line:6acf71a3	Okay, thanks.	ตกลง ขอบคุณ
line:8ed5a204	Okay- okay. I'll go get the gate.	ได้ๆ ผมจะเปิดประตู
line:10b9a653	Okay- Thanks.	ได้ ขอบคุณ
line:00a81c16	Okay. I hope you're doing alright though.	ได้ แต่หวังว่าคุณยังไหวนะ
line:118a51bb	Okay. I should probably get out of your scales.	เอาล่ะ ผมคงควรเลิกเกะกะคุณแล้ว
line:a62e8112	Okay. I'll open up shop. Give me a sec.	ได้ ผมจะเปิดร้าน ขอแป๊บ
line:9d434af5	Okay. I'll order a mount.	ได้ ผมจะสั่งแท่นมา
line:2f3b06de	Okay. Then I think I'd like to try.	ได้ งั้นฉันว่าอยากลอง
line:54ad4706	Okay...	ได้...
line:28311fbb	Omg you're hurt!	โห คุณบาดเจ็บ!
line:8b3abbf7	On it!	จัดให้!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	พอสะอาดแล้วจะออกไปเตรียมที่ให้เรา
line:1d4b8a1c	One thing led to another...	แล้วเรื่องหนึ่งก็นำไปสู่อีกเรื่อง...
line:c70bea2d	Only been cleaning for a few weeks now!	ผมเพิ่งทำงานอาบน้ำได้ไม่กี่สัปดาห์เอง!
line:5188bd4a	Only If that's alright-	ถ้าไม่เป็นไรนะ...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	เพิ่งรู้ว่าทำเลอะขนาดไหนหลังแม็กซ์ตะโกนใส่ ฮ่าๆ
line:828eed25	Oof... Needed that. Thank you.	อูฟ... ต้องการแบบนี้เลย ขอบคุณ
line:2d40c69a	Oooh, alrighty.	โอ้ ได้เลย
line:99ff9e7f	Ooooh must be a big deal then.	โอ้ งั้นต้องมีชื่อจริงๆ
line:e8ad4791	Ooooh.	โอ้...
line:64bfd62a	Oops, my bad.	อุ๊ย ผมผิดเอง
line:0fa31c40	Our first meeting went great though!	แต่เจอกันครั้งแรกดีมาก!
line:77cebc41	People tell me I've got a fat cock, is that true?	คนบอกว่าควยฉันอ้วน จริงไหม?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	สะอาดหมดจดอีกครั้ง ขอบคุณที่รับผมเวลานี้
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	ฟู่! ผมเกิดอุบัติเหตุที่ต้องจัดการ... อย่างเงียบๆ
line:b3c35166	Phew, I was worried I'd make another mess of things.	ฟู่ กลัวว่าจะทำเลอะอีก
line:314c3d8a	physically or emotionally?	ร่างกายหรือจิตใจ?
line:156e0b50	Picnic bathket-	ตะกร้าปิกนิก...
line:0d9de1a1	player hooked up with conrad	ผู้เล่นคบกับคอนราด
line:2cf1c95e	player hooked up with conrad	ผู้เล่นคบกับคอนราด
line:c2529648	player hooked up with conrad	ผู้เล่นคบกับคอนราด
line:f7fd34b2	player hooked up with conrad	ผู้เล่นคบกับคอนราด
line:66e08b22	player hooked up with ryan	ผู้เล่นคบกับไรอัน
line:78039fd1	player hooked up with ryan	ผู้เล่นคบกับไรอัน
line:96a0c0c7	player hooked up with ryan	ผู้เล่นคบกับไรอัน
line:9bade6d6	player hooked up with ryan	ผู้เล่นคบกับไรอัน
line:0ddcd600	Please scrub Igwix off my back would you?	ช่วยขัดอิกวิกซ์ออกจากหลังผมหน่อยได้ไหม?
line:0632acbf	Plus they feel really nice.	แถมยังสบายมากด้วย
line:c7b8ba3d	Possibly...?	อาจจะ...?
line:637629a8	Pretty sure I can digest anything.	ค่อนข้างมั่นใจว่าย่อยได้ทุกอย่าง
line:65a41bc5	Pretty sure I'm all clean!	คิดว่าผมสะอาดหมดแล้ว!
line:3750bbf0	Pretty sure that was everything.	คิดว่าครบหมดแล้ว
line:960707b0	Primarily alchemy. Occasionally world history.	หลักๆ คือเล่นแร่แปรธาตุ บางครั้งก็ประวัติศาสตร์โลก
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	ศาสตราจารย์อิกวิกซ์ เพื่อนร่วมงานที่ลุกไหม้ไปก่อนหน้านี้
line:26e9d692	Professor, but yes. You have.	ศาสตราจารย์ แต่ใช่ คุณสอนผม
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	ศาสตราจารย์ต่างหาก แต่ใช่ ปกติผมไม่ไปร้านอาบน้ำสาธารณะ
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	ชนชั้น... <i><size=70%>อะไรนะ?
line:c7b73162	Psst..!	ชู่ว...!
line:9addfb4a	Ready!	พร้อม!
line:875b5372	Really damn good!	โคตรดีเลย!
line:9e9f3e75	Really damn good!	โคตรดีเลย!
line:9364911d	Really looking forward to finding new people.	ตั้งตารอที่จะได้เจอคนใหม่ๆ
line:8b0b222c	Really sets the mood.	สร้างบรรยากาศสุดๆ
line:4010d36d	Really well honestly.	พูดจริงๆ ดีมาก
line:cfcb40c7	Really?	จริงเหรอ?
line:0ec807a4	Really? Aw, That's really sweet.	จริงเหรอ? อ๋า น่ารักจัง
line:630fed1b	Remove this barrier at once so I may enter.	เอาสิ่งกีดขวางออกเดี๋ยวนี้ ให้ผมเข้าไป
line:65deb150	Right after this wash!	ทันทีที่อาบน้ำเสร็จ!
line:0caa6657	Right, I'll get that for you ASAP.	เข้าใจแล้ว จะเปิดให้เร็วที่สุด
line:1271b80c	Right.	จริงสิ
line:3ede5541	Right.	จริงสิ
line:6a2e4e0d	Right. I'll get to it.	เข้าใจแล้ว ผมจะเริ่มเลย
line:29daeb62	Right. Phoenix feather. Obviously.	จริงสิ ขนนกฟีนิกซ์ แน่นอนอยู่แล้ว
line:51d1b41e	Ryan is a sweetheart	ไรอันใจดีมาก
line:202fce0c	RYAN THE BONE!	ไรอัน กระดูก!
line:93bd9a2b	Ryan!	ไรอัน!
line:9b7e09b8	Ryan!	ไรอัน!
line:b76f49cd	Ryan!	ไรอัน!
line:1fa0fbbe	Ryan! I met him.	ไรอัน! ฉันเจอเขาแล้ว
line:f0427bb9	Ryan! this is so sweet.	ไรอัน! ใจดีจัง
line:92829935	Ryan's such a nice dragon.	ไรอันเป็นมังกรที่ดีมาก
line:13ca0a74	Ryan, you're not supposed to eat the stems-	ไรอัน เขาไม่กินก้านกัน...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: ก็ตื่นเต้นดีเหมือนกัน
line:e1526934	Ryan: I like that a lot	Ryan: ผมชอบแบบนั้นมาก
line:a430a2ff	Ryan: I think I am close too..	Ryan: ผมก็คิดว่าใกล้แล้ว...
line:77626e43	Ryan: I would say it is going great	Ryan: ผมว่ามันไปได้ดีมากแล้ว
line:f5f5b815	Ryan: I've never done this outside before	Ryan: ผมไม่เคยทำข้างนอกมาก่อน
line:6dd86b71	Ryan: This was nice	Ryan: เมื่อกี้ดีจัง
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: โห... ความสูงเป็นสิ่งเดียวที่เล็กในตัวคุณจริงๆ
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: สนุกแน่นอน เป็นห่วงผมเหรอ?
line:ce6d6d7f	Ryan? you sure everything is okay...?	ไรอัน? แน่ใจนะว่าทุกอย่างโอเค...?
line:1d3b255b	Save your mood setting for tonight!	เก็บเรื่องสร้างบรรยากาศไว้คืนนี้เถอะ!
line:3ed6ab5d	Say do you remember the name of the college I work at?	จำชื่อวิทยาลัยที่ผมทำงานได้ไหม?
line:a05a7804	Say...	นี่...
line:82d7b5e4	Says who?	ใครบอก?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	เกล็ดต่างจากเดิมเหรอ? <size=70%><i>มันทำได้ไหมนะ...? </i><size=100%>วันนี้นายดูดี
line:426f40ff	See you again soon, yeah?	แล้วเจอกันเร็วๆ นี้นะ?
line:3112d78d	See you soon.	แล้วเจอกันเร็วๆ นี้
line:8072b186	See you tonight.	เจอกันคืนนี้
line:0d3b23da	Sheesh.	โห
line:48435b12	Shh! I'm not from around here...	ชู่ว! ผมไม่ใช่คนแถวนี้...
line:0f86dbf6	So am I!	ผมก็เหมือนกัน!
line:3063100e	So am I.	ฉันก็เหมือนกัน
line:a241eec6	So far so good though, yeah?	ตอนนี้ก็ไปได้ดีใช่ไหม?
line:813c6dd4	So is this like... our first date?	งั้นนี่ก็เหมือน... เดตแรกของเรา?
line:9b10d450	So this Conrad guy, seems like you like him?	คนชื่อคอนราดนี่ ดูเหมือนคุณจะชอบเขานะ?
line:0c5dcd3c	So uh, gate?	งั้น เอ่อ ประตู?
line:84d8a935	So uh, mind opening the gate?	งั้น เอ่อ เปิดประตูหน่อยได้ไหม?
line:7da41ecd	So uhh, let me know if you need me to move.	เอ่อ บอกนะถ้าต้องการให้ผมขยับ
line:3a469ae4	So yeah, I had a mishap..	คือผมเกิดเรื่องพลาดนิดหน่อย...
line:a6d6bf76	So you and Ryan huh?	นายกับไรอันสินะ?
line:31fa3bdf	So you came in just to...	งั้นคุณมาแค่เพื่อ...
line:5f64c352	So you're a certified dragon washer huh?	คุณเป็นคนอาบน้ำมังกรที่มีใบรับรองสินะ?
line:c9e7bb1e	So you're a certified dragon washer huh?	คุณเป็นคนอาบน้ำมังกรที่มีใบรับรองสินะ?
line:aedb6a51	So, coming in for a wash?	มาอาบน้ำเหรอ?
line:1c856f1c	So, how was your date?	แล้วเดตคุณเป็นยังไง?
line:3cda84e6	So, tell me more about conrad!	เล่าเรื่องคอนราดเพิ่มสิ!
line:c10d9415	So, thanks on his behalf for caring.	ผมเลยอยากขอบคุณแทนเขาที่คุณใส่ใจ
line:e6aa9d20	So, with... relationships.	คือเรื่อง... ความสัมพันธ์
line:a99c5c88	So. How about a date?	งั้น ไปเดตกันไหม?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	คือแฟนผมอยู่บ้านก่อนผมกลับ เธอเป็นมังกรที่ทำงานจากบ้าน
line:d9652dff	So. Our date tonight...	งั้น เดตของเราคืนนี้...
